Assignment Date,Status,Batch,Product,Original Creditor,Account Public ID,External Account ID,Creditor Recalled?,Has Valid SSN?,Has User Name?,Has Email?,Has Phone?,Has Address?,No Origination Date,Is Deceased?,Is Bankruptcy?,User ID,Account ID,Charge Off Amount ($),Charge Off Date,Last payment Amount ($),Last Payment Date,Face Value ($)
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0669909000,P08F9DD82A177,False,True,True,True,True,True,False,False,False,"484,539","534,510","1,887.03","Jun 15, 2025",500,"Jul 11, 2025","1,393.13"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0669974536,PEC117EF2981A,False,True,True,True,False,True,False,False,False,"484,540","534,511","13,472.28","Apr 15, 2025",882.76,"Dec 16, 2024","14,563.39"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0670236680,PB18DD5705E6B,False,True,True,True,True,True,False,False,False,"484,545","534,515","10,751.4","Apr 27, 2025",191,"Dec 27, 2024","11,708.68"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0670695432,PE973BC9AD221,False,True,True,False,True,True,False,False,False,"484,552","534,522",208.68,"Apr 17, 2025",212.08,"Dec 18, 2024",225.66
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0671547400,P9E475370292B,False,True,True,True,True,True,False,False,False,"484,565","534,535","12,671.49","Apr 24, 2025",454.52,"Nov 25, 2024","13,571.34"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0671678472,PC38A1C55397D,False,True,True,True,True,True,False,False,False,"484,566","534,537","6,209.21","Jun 13, 2025",455.12,"Jan 13, 2025","6,615.41"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0672071688,P3EA8ED48F092,False,True,True,True,True,True,False,False,False,"484,572","534,543","20,672.34","Jun 25, 2025","1,080.95","Apr 21, 2025","21,039.85"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0672268296,PB17AB712412E,False,True,True,True,True,True,False,False,False,"484,575","534,546","32,563.15","May 1, 2025",515,"Dec 3, 2024","35,123.94"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0672923656,P0D34E5467D27,False,True,True,True,True,True,False,False,False,"484,585","534,556",947.55,"Jun 28, 2025",56.05,"Jun 27, 2025",948.07
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0673185800,P210FD50E08A6,False,True,True,True,True,True,False,False,False,"484,589","534,560","8,563.29","Apr 26, 2025",313.98,"Sep 27, 2024","9,652.43"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0673251336,P563FD0096B06,False,True,True,True,True,True,False,False,False,"484,590","534,561","4,514.43","Apr 26, 2025",346.17,"Nov 27, 2024","4,861.48"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0673906696,P02D375814254,False,True,True,True,True,True,False,False,False,"484,600","534,571","32,520.8","May 1, 2025",687.5,"Jul 24, 2025","32,877.05"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0673972232,PB4B5A78304DD,False,True,True,True,True,True,False,False,False,"484,601","534,572","2,136.18","Apr 10, 2025",196.55,"Feb 11, 2025","2,204.97"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674103304,PC8A48309D17C,False,True,True,True,True,True,False,False,False,"484,603","534,574","13,122.86","May 15, 2025",821.79,"Dec 15, 2024","13,976.96"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674168840,P81204E544A4E,False,True,True,True,True,True,False,False,False,"484,604","534,575","13,024.57","May 20, 2025",557.51,"Dec 20, 2024","14,242.92"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674299912,P7E7F0C7B0BD7,False,True,True,True,True,True,False,False,False,"484,606","534,577","14,990.58","Jun 29, 2025","1,896.73","Feb 24, 2025","16,069.3"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674365448,P90EBDA9F17EB,False,True,True,True,True,True,False,False,False,"484,607","534,578","9,440.86","Jun 5, 2025",696.88,"Mar 3, 2025","9,982.49"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674496520,P893E89F56AD7,False,True,True,True,True,True,False,False,False,"484,609","534,580","12,048.42","May 29, 2025",692.37,"Mar 27, 2025","12,515.43"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674693128,P635D42801FF9,False,True,True,True,True,True,False,False,False,"484,611","534,583","19,608.53","Apr 13, 2025",164,"Dec 13, 2024","22,099.39"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674758664,P9D285B039037,False,True,True,True,True,True,False,False,False,"484,613","534,584","12,689.85","Apr 14, 2025",587.29,"Dec 16, 2024","13,634.6"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674889736,P4226C7C5E4CA,False,True,True,True,True,True,False,False,False,"484,616","534,586","8,779.23","May 7, 2025",524.55,"Dec 4, 2024","9,350.63"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0674955272,PFAAC459ED7A3,False,True,True,True,True,True,False,False,False,"484,615","534,587","7,509.45","Jun 6, 2025",358.23,"Jan 30, 2025","7,979.65"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0675086344,P4534D7E5823E,False,True,True,True,True,True,False,False,False,"484,618","534,589","10,438.9","May 12, 2025",490.89,"Oct 15, 2024","11,383.87"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0675282952,P77FA259AF48A,False,True,True,True,True,True,False,False,False,"484,621","534,592","32,488.76","Apr 11, 2025","1,008.14","Nov 12, 2024","34,862.64"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0675414024,PFBAD1D1A6A20,False,True,True,True,True,True,False,False,False,"484,623","534,594","1,697.94","Apr 16, 2025",206.88,"Nov 17, 2024","1,856.71"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0675479560,PC0208BEA8EC2,False,True,True,True,True,True,False,False,False,"484,624","534,595","19,434.05","Apr 9, 2025",921.46,"Nov 12, 2024","20,994.82"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0676134920,P26F97CCC69F1,False,True,True,True,True,True,False,False,False,"484,634","534,605","11,165.18","Jun 10, 2025",500,"Apr 28, 2025","11,396.78"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0676593672,P04B22B798C19,False,True,True,True,True,True,False,False,False,"484,642","534,612","2,230.1","Apr 19, 2025",450.62,"Sep 20, 2024","2,468.79"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0676659208,P98B5FC1B5677,False,True,True,True,True,True,False,False,False,"484,641","534,613","21,456.11","May 30, 2025","1,227.22","Dec 28, 2024","22,887.75"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0676921352,PC37F34AB056F,False,True,True,True,True,True,False,False,False,"484,646","534,617","9,734.42","May 5, 2025","1,253.64","Dec 5, 2024","10,059.32"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0677511176,PBAD146A54F12,False,True,True,True,True,True,False,False,False,"484,655","534,626","13,754.93","Apr 24, 2025",541.29,"Nov 25, 2024","14,655.19"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0678101000,PA144651DAECC,False,True,True,True,True,True,False,False,False,"484,664","534,635","14,440.96","Apr 26, 2025",656,"Apr 30, 2025","14,498.77"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0678166536,P2BDF137791B9,False,True,True,True,True,True,False,False,False,"484,665","534,636","19,211.41","Apr 10, 2025",696.88,"Nov 20, 2024","20,996.87"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0678559752,PB5E4EB512F71,False,True,True,True,True,True,False,False,False,"484,670","534,642","10,784.45","Apr 18, 2025",929.85,"Nov 19, 2024","11,680.03"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0678625288,P9FF74F89A320,False,True,True,True,True,True,False,False,False,"484,672","534,643","16,630.2","May 28, 2025",686.64,"Dec 28, 2024","18,135.95"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0678690824,PA699DEE89758,False,True,True,True,True,True,False,False,False,"484,673","534,644",56.67,"Jun 20, 2025",187.71,"Apr 20, 2025",56.67
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0678887432,P5DF72B98CC26,False,True,True,True,True,True,False,False,False,"484,676","534,647","11,309.04","Jun 28, 2025",689.4,"Sep 30, 2024","12,540.64"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0679215112,PA6577D794A92,False,True,True,True,True,True,False,False,False,"484,681","534,652",903.06,"Apr 26, 2025",382.3,"Nov 20, 2024",982.25
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0679739400,P1BD4BFB09629,False,True,True,True,True,True,False,False,False,"484,689","534,660","22,894.75","May 17, 2025",100,"Jan 26, 2025","25,259.98"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0679870472,P6EF2809D7A94,False,True,True,True,True,True,False,False,False,"484,691","534,662","19,082.26","Jun 7, 2025",961.67,"Nov 7, 2024","20,837.54"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680001544,P3665FEEF600E,False,True,True,True,True,True,False,False,False,"484,693","534,664","19,149.02","Jun 22, 2025",553.69,"Jan 28, 2025","20,123.1"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680132616,P45C6F291E68F,False,True,True,True,True,True,False,False,False,"484,695","534,666","1,734.26","Jun 1, 2025",500.69,"Jan 1, 2025","1,866.51"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680525832,P2B1349A48281,False,True,True,True,True,True,False,False,False,"484,701","534,672","18,193.86","Apr 2, 2025",843.35,"Jun 3, 2025","18,969.85"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680591368,P2268054E4F33,False,True,True,True,True,True,False,False,False,"484,702","534,673","25,261.74","Jun 23, 2025",368,"Feb 23, 2025","27,220.46"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680656904,PD646C15F0DC0,False,True,True,True,True,True,False,False,False,"484,703","534,674","10,645.69","May 28, 2025",432.24,"Dec 28, 2024","11,446.79"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680787976,P68F2C34F2993,False,True,True,False,True,True,False,False,False,"484,705","534,676","13,104.97","Apr 16, 2025",600,"Dec 17, 2024","14,010.3"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0680984584,P1DF8D0C28431,False,True,True,True,True,True,False,False,False,"484,708","534,679","9,394.47","May 2, 2025",948.69,"Dec 2, 2024","10,237.22"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0681115656,P323345E277E8,False,True,True,True,True,True,False,False,False,"484,710","534,681","5,284.4","Apr 8, 2025",247.73,"Nov 12, 2024","5,699.51"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0681377800,P67B9EF880283,False,True,True,True,True,True,False,False,False,"484,714","534,685","21,564.52","Jun 28, 2025",772.01,"Aug 28, 2024","24,719.62"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0681705480,PEB01DED57011,False,True,True,True,True,True,False,False,False,"484,719","534,690",422.74,"Jun 27, 2025",79.57,"Dec 6, 2024",476.07
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0681771016,PE84B33EFEAE9,False,True,True,True,True,True,False,False,False,"484,720","534,691","5,443.35","Apr 9, 2025",314.25,"Nov 25, 2024","5,935.72"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0681902088,P5F3BAA76EF5A,False,True,True,True,False,True,False,False,False,"484,722","534,693","4,140.57","Jun 24, 2025",270.53,"Feb 21, 2025","4,460.16"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682033160,P138169D2D466,False,True,True,True,True,True,False,False,False,"484,724","534,695","18,006.29","May 20, 2025","1,085.28","Oct 21, 2024","19,648.85"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682098696,P5F85B58ED7AA,False,True,True,True,True,True,False,False,False,"484,725","534,696","17,056.69","Apr 4, 2025",680,"Dec 17, 2024","17,874.07"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682295304,PFC74BDD8B344,False,True,True,True,True,True,False,False,False,"447,642","534,699","5,676.61","Apr 6, 2025",160,"Dec 9, 2024","5,884.56"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682426376,PC9748D746DCF,False,True,True,True,True,True,False,False,False,"484,729","534,701","8,872.89","May 20, 2025",464.49,"Dec 20, 2024","9,649.29"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682557448,P1ECEAD4ED1A1,False,True,True,True,True,True,False,False,False,"484,731","534,703","10,475.78","Apr 15, 2025",596.08,"Aug 16, 2024","11,575.29"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682688520,P8A5507BED9DE,False,True,True,True,True,True,False,False,False,"484,733","534,705","32,168.7","May 29, 2025",679,"Apr 11, 2025","32,840.73"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682819592,PA81622AC8689,False,True,True,True,True,True,False,False,False,"484,735","534,707","6,126.88","May 25, 2025",539.06,"Dec 20, 2024","6,590.38"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0682885128,PAFEB407390D9,False,True,True,True,True,True,False,False,False,"484,736","534,708","1,256.7","May 26, 2025",110,"Mar 28, 2025","1,330.53"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0683212808,P3274760292E8,False,True,True,True,True,True,False,False,False,"484,741","534,713","8,878.92","May 7, 2025",387.07,"Nov 7, 2024","9,806.19"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0683671560,P3631700BE804,False,True,True,True,True,True,False,False,False,"484,748","534,720","2,059.92","Jun 16, 2025",265.49,"Jan 16, 2025","2,244.37"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0683737096,PE4D29908C768,False,True,True,True,True,True,False,False,False,"484,749","534,721","14,535.45","May 25, 2025",376,"Apr 11, 2025","14,975.18"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0683802632,PAEA456D3359D,False,True,True,True,True,True,False,False,False,"484,750","534,722","5,013.25","Jun 11, 2025","1,312.3","Mar 26, 2025","5,083.15"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0683933704,PDC2D3285FDBE,False,True,True,True,True,True,False,False,False,"484,752","534,724","4,920.96","Apr 17, 2025",285.32,"Nov 18, 2024","5,376.46"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0684130312,P37FD385EA145,False,True,True,True,True,True,False,False,False,"484,755","534,727",626.12,"Apr 15, 2025",200.55,"May 16, 2025",232.5
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0684720136,PD9CCF522CD5D,False,True,True,False,True,True,False,False,False,"484,764","534,736","18,587.68","Apr 16, 2025",100,"Mar 20, 2025","19,068.69"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0685113352,P8848B0058168,False,True,True,True,True,True,False,False,False,"484,770","534,742","15,787.54","Apr 27, 2025",734.11,"Nov 15, 2024","17,065.16"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0685309960,P77726D4AF820,False,True,True,True,True,True,False,False,False,"484,773","534,745","7,319.24","Apr 24, 2025",302.3,"Oct 25, 2024","7,855.76"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0685441032,P22BBE4A2EB6B,False,True,True,True,True,True,False,False,False,"484,775","534,747","4,496.62","May 10, 2025",263.73,"Jan 31, 2025","4,717.98"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0685768712,PA905DA08D41D,False,True,True,True,True,True,False,False,False,"484,780","534,752","11,083","Jun 18, 2025",598.11,"Jan 11, 2025","11,758.7"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0685834248,PA6C347C53535,False,True,True,True,True,True,False,False,False,"484,781","534,753","15,108.55","Jun 21, 2025",701.87,"Nov 21, 2024","16,485.84"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0686096392,P70DA42E84BE6,False,True,True,True,True,True,False,False,False,"484,785","534,757","1,734.55","Jun 30, 2025",350,"Jun 18, 2025","1,747.61"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0686620680,PF1CDB4126BAB,False,True,True,True,True,True,False,False,False,"484,793","534,765","27,126.9","Jun 17, 2025",268,"May 23, 2025","29,504.14"
"Aug 5, 2025",Included,HM_AUG_25_ACU_25Q2,Personal Loan,"Happy Money, Originated by Alliant Credit Union",BA-0686751752,P0538EB828377,False,True,True,True,True,True,False,False,False,"484,794","534,767","7,744.18","May 28, 2025",30,"Feb 16, 2025","8,937.19"
